customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaymentMethod,InternetService,TechSupport,OnlineSecurity,PaperlessBilling,MonthlyCharges,TotalCharges,Churn
CUST-11954,Male,1,No,No,19,One Year,Bank transfer,Fiber optic,Yes,No,Yes,89.34,1768.16,No
CUST-14028,Female,0,No,Yes,1,Month-To-Month,Electronic check,No,No internet service,No internet service,No,23.75,24.24,No
CUST-10003,Male,1,Yes,No,1,Two Year,Electronic check,Fiber optic,No,No,No,79.43,78.8,No
CUST-10501,Male,0,No,Yes,12,Month-To-Month,Electronic check,Fiber optic,No,Yes,Yes,73.88,884.59,No
CUST-11807,Male,0,No,Yes,4,Month-To-Month,Bank transfer,DSL,Yes,Yes,No,49.67,205.9,No
CUST-10310,Female,0,Yes,Yes,50,Month-To-Month,Mailed check,Fiber optic,No,No,Yes,114.75,5781.49,Yes
CUST-11227,Female,0,Yes,No,2,Month-To-Month,Mailed check,Fiber optic,Yes,Yes,Yes,103.93,202.48,No
CUST-12845,Female,0,Yes,No,20,Month-To-Month,Electronic check,No,No internet service,No internet service,Yes,32.93,687.63,No
CUST-13286,Female,0,Yes,Yes,16,Month-To-Month,Electronic check,No,No internet service,No internet service,Yes,27.75,453.22,No
CUST-13614,Female,0,No,No,0,Month-To-Month,Electronic check,Fiber optic,No,Yes,Yes,79.33,0.0,No
CUST-13925,Female,0,Yes,No,36,Month-To-Month,Electronic check,Fiber optic,No,No,Yes,99.69,3459.5,No
CUST-12610,Female,1,Yes,No,64,One Year,Electronic check,Fiber optic,No,No,Yes,91.97,5720.4,No
CUST-11592,Female,0,No,No,3,Month-To-Month,Mailed check,No,No internet service,No internet service,Yes,18.25,57.33,No
CUST-13821,Female,0,No,No,9,Month-To-Month,Electronic check,No,No internet service,No internet service,Yes,23.46,202.48,Yes
CUST-14209,Female,1,No,No,48,One Year,Electronic check,Fiber optic,No,Yes,Yes,95.5,4552.31,Yes
CUST-11945,Female,1,Yes,No,13,Two Year,Electronic check,No,No internet service,No internet service,No,18.25,240.24,Yes
CUST-11049,Male,0,Yes,Yes,1,Month-To-Month,Credit card,DSL,No,No,Yes,30.88,31.93,No
CUST-12875,Female,0,No,No,19,Two Year,Bank transfer,No,No internet service,No internet service,Yes,30.21,590.72,No
CUST-10347,Female,0,No,No,10,Month-To-Month,Electronic check,DSL,Yes,No,No,59.6,608.42,No
CUST-11996,Female,0,No,No,53,Month-To-Month,Electronic check,Fiber optic,Yes,Yes,No,92.92,5163.11,No
CUST-10103,Female,0,No,No,16,One Year,Bank transfer,Fiber optic,No,No,Yes,109.87,1683.48,No
CUST-11279,Female,1,Yes,No,41,One Year,Credit card,DSL,No,Yes,Yes,61.11,2535.11,No
CUST-14833,Female,0,No,No,35,Two Year,Credit card,DSL,No,No,Yes,60.69,2184.33,No
CUST-13947,Male,0,Yes,No,2,Month-To-Month,Credit card,DSL,No,No,Yes,56.28,107.47,No
CUST-14970,Female,0,No,No,19,Two Year,Electronic check,No,No internet service,No internet service,Yes,21.79,401.58,No
CUST-11258,Female,0,Yes,Yes,21,Month-To-Month,Mailed check,Fiber optic,No,No,No,107.82,2287.4,Yes
CUST-13665,Female,0,No,No,9,Month-To-Month,Bank transfer,DSL,Yes,No,No,46.43,438.12,No
CUST-14365,Male,0,Yes,No,72,Two Year,Mailed check,Fiber optic,No,Yes,No,87.62,6021.85,No
CUST-12502,Male,1,Yes,No,10,One Year,Credit card,DSL,Yes,No,Yes,51.24,493.97,No
CUST-12153,Male,1,Yes,No,6,One Year,Electronic check,Fiber optic,Yes,Yes,No,59.3,353.08,No
CUST-12310,Female,0,Yes,Yes,5,Month-To-Month,Mailed check,DSL,No,No,No,53.09,269.88,Yes
CUST-13212,Female,0,No,Yes,13,Month-To-Month,Bank transfer,No,No internet service,No internet service,Yes,22.74,303.03,No
CUST-10815,Male,0,Yes,Yes,38,Two Year,Mailed check,Fiber optic,Yes,No,Yes,80.48,3107.92,No
CUST-10117,Female,0,No,Yes,19,Month-To-Month,Mailed check,Fiber optic,Yes,No,No,70.5,1338.91,Yes
CUST-14850,Male,0,No,No,2,Month-To-Month,Mailed check,Fiber optic,Yes,Yes,No,87.36,170.14,No
CUST-14205,Female,0,No,Yes,33,Month-To-Month,Credit card,Fiber optic,No,No,Yes,77.66,2523.17,No
CUST-13085,Male,0,Yes,Yes,51,Two Year,Mailed check,No,No internet service,No internet service,Yes,36.41,1929.98,No
CUST-11635,Male,0,No,No,23,Month-To-Month,Bank transfer,Fiber optic,Yes,No,No,70.21,1603.39,No
CUST-13045,Male,0,Yes,No,35,Month-To-Month,Mailed check,Fiber optic,Yes,Yes,No,85.35,2930.6,No
CUST-10944,Male,1,Yes,Yes,30,Two Year,Credit card,DSL,Yes,Yes,Yes,62.39,1884.78,No
CUST-11158,Female,0,Yes,Yes,21,Two Year,Electronic check,Fiber optic,No,Yes,Yes,104.07,2266.94,Yes
CUST-10584,Female,0,No,Yes,41,One Year,Electronic check,Fiber optic,No,No,Yes,71.43,3042.44,No
CUST-14487,Female,0,Yes,Yes,11,Month-To-Month,Credit card,DSL,No,No,Yes,58.08,631.46,Yes
CUST-14379,Male,0,No,Yes,3,One Year,Electronic check,No,No internet service,No internet service,Yes,43.15,134.67,No
CUST-12519,Male,1,Yes,No,6,Two Year,Electronic check,DSL,No,No,Yes,61.44,356.12,No
CUST-14458,Male,0,No,No,28,Month-To-Month,Bank transfer,Fiber optic,Yes,No,Yes,96.77,2838.13,No
CUST-11966,Male,0,No,No,51,One Year,Electronic check,DSL,No,No,Yes,48.23,2581.41,No
CUST-12936,Female,0,Yes,No,8,Month-To-Month,Electronic check,Fiber optic,Yes,Yes,Yes,83.86,669.63,No
CUST-11198,Male,1,Yes,Yes,7,Two Year,Credit card,DSL,No,No,No,70.35,491.6,No
CUST-10252,Female,0,Yes,Yes,20,Two Year,Credit card,No,No internet service,No internet service,No,19.31,378.71,No
CUST-14692,Male,0,No,No,6,Two Year,Mailed check,Fiber optic,No,No,No,79.06,493.81,No
CUST-12965,Male,0,Yes,No,3,Two Year,Bank transfer,DSL,No,No,No,56.38,174.09,No
CUST-11500,Male,0,No,Yes,11,One Year,Electronic check,DSL,Yes,No,No,55.5,606.38,No
CUST-10256,Male,0,Yes,No,30,One Year,Electronic check,No,No internet service,No internet service,Yes,20.44,643.56,No
CUST-12597,Male,0,No,No,21,Two Year,Electronic check,Fiber optic,Yes,No,No,91.06,1956.79,No
CUST-14937,Male,0,Yes,No,72,One Year,Credit card,DSL,Yes,Yes,No,51.44,3840.85,No
CUST-13444,Female,1,Yes,Yes,31,One Year,Credit card,DSL,Yes,No,Yes,22.18,666.11,No
CUST-12486,Female,0,Yes,No,13,One Year,Bank transfer,Fiber optic,Yes,No,Yes,85.1,1153.79,No
CUST-14704,Male,1,Yes,Yes,25,Month-To-Month,Electronic check,Fiber optic,Yes,Yes,No,81.82,2118.41,Yes
CUST-13213,Female,1,No,No,17,Month-To-Month,Electronic check,DSL,No,Yes,Yes,51.3,871.95,Yes
CUST-13528,Female,0,No,Yes,7,Month-To-Month,Bank transfer,Fiber optic,No,Yes,Yes,75.18,513.5,Yes
CUST-10551,Female,0,Yes,No,39,Month-To-Month,Mailed check,Fiber optic,No,No,Yes,96.17,3907.16,Yes
CUST-12776,Male,0,No,No,7,Month-To-Month,Mailed check,DSL,No,No,No,46.99,334.1,Yes
CUST-14152,Male,0,Yes,No,24,Month-To-Month,Mailed check,DSL,No,No,No,48.99,1171.27,Yes
CUST-12037,Male,0,No,Yes,33,One Year,Electronic check,DSL,No,No,No,55.41,1846.1,No
CUST-10399,Male,0,No,Yes,11,One Year,Credit card,Fiber optic,Yes,No,Yes,95.56,1026.19,Yes
CUST-14244,Female,0,No,Yes,8,Month-To-Month,Electronic check,DSL,Yes,No,Yes,39.52,305.35,Yes
CUST-12171,Female,1,No,No,26,Month-To-Month,Credit card,Fiber optic,Yes,No,No,71.57,1904.34,No
CUST-12485,Male,0,No,No,54,Two Year,Bank transfer,Fiber optic,No,No,Yes,69.92,3722.62,No
CUST-14061,Male,0,Yes,No,4,Month-To-Month,Electronic check,Fiber optic,No,Yes,No,98.76,412.35,Yes
CUST-14774,Male,0,Yes,Yes,64,Month-To-Month,Electronic check,Fiber optic,No,No,Yes,99.32,6312.16,Yes
CUST-11264,Female,0,Yes,No,51,Month-To-Month,Electronic check,Fiber optic,No,No,No,99.85,5230.47,Yes
CUST-13875,Male,0,Yes,Yes,24,Month-To-Month,Mailed check,No,No internet service,No internet service,Yes,18.25,447.85,No
CUST-11924,Female,0,No,No,16,One Year,Mailed check,Fiber optic,No,Yes,No,74.43,1220.75,No
CUST-14779,Female,0,Yes,Yes,12,Month-To-Month,Mailed check,DSL,Yes,No,Yes,59.58,679.67,No
CUST-10296,Female,0,No,No,14,Month-To-Month,Credit card,DSL,Yes,No,Yes,53.75,725.31,Yes
CUST-14928,Female,0,Yes,No,16,One Year,Credit card,Fiber optic,No,Yes,No,94.73,1478.6,No
CUST-12920,Male,0,Yes,No,12,Two Year,Credit card,No,No internet service,No internet service,Yes,20.45,234.41,No
CUST-13753,Male,0,No,Yes,18,One Year,Mailed check,No,No internet service,No internet service,Yes,18.25,324.95,No
CUST-11222,Male,1,Yes,Yes,72,Month-To-Month,Electronic check,DSL,Yes,No,No,69.04,5146.69,No
CUST-13188,Female,0,No,Yes,42,Month-To-Month,Electronic check,DSL,Yes,No,No,62.94,2558.99,No
CUST-10856,Male,0,Yes,Yes,3,Month-To-Month,Electronic check,Fiber optic,No,Yes,Yes,85.36,247.84,Yes
CUST-12994,Female,0,No,No,30,Month-To-Month,Bank transfer,DSL,No,No,No,53.59,1631.79,No
CUST-13544,Male,0,Yes,No,48,Month-To-Month,Electronic check,Fiber optic,No,No,Yes,89.96,4354.47,No
CUST-11730,Female,0,Yes,Yes,10,Month-To-Month,Electronic check,DSL,No,No,No,39.08,384.03,No
CUST-14684,Female,0,Yes,Yes,50,Month-To-Month,Bank transfer,Fiber optic,Yes,Yes,Yes,94.07,4855.86,No
CUST-11652,Female,0,Yes,No,2,Month-To-Month,Mailed check,No,No internet service,No internet service,No,37.95,73.84,No
CUST-13479,Female,0,No,Yes,7,Two Year,Bank transfer,No,No internet service,No internet service,No,18.25,129.42,No
CUST-11150,Male,0,Yes,No,9,Two Year,Bank transfer,Fiber optic,No,Yes,Yes,92.66,835.89,Yes
CUST-10837,Male,0,No,No,5,Two Year,Bank transfer,No,No internet service,No internet service,Yes,29.44,145.66,No
CUST-10892,Male,1,No,Yes,6,One Year,Credit card,DSL,Yes,No,Yes,44.29,265.47,No
CUST-13316,Female,0,No,No,15,One Year,Bank transfer,Fiber optic,Yes,No,Yes,76.49,1096.37,No
CUST-13155,Male,0,No,Yes,39,Two Year,Electronic check,No,No internet service,No internet service,Yes,20.55,798.63,No
CUST-14918,Male,0,No,No,20,Month-To-Month,Mailed check,DSL,Yes,No,No,46.66,907.48,No
CUST-12770,Male,0,Yes,Yes,12,Month-To-Month,Electronic check,DSL,Yes,No,Yes,69.96,876.34,No
CUST-13304,Female,0,No,No,18,Month-To-Month,Credit card,No,No internet service,No internet service,No,18.25,329.4,No
CUST-11654,Female,0,Yes,No,72,One Year,Electronic check,Fiber optic,No,No,No,91.04,6509.15,No
CUST-11544,Female,0,Yes,Yes,16,Month-To-Month,Electronic check,No,No internet service,No internet service,No,18.25,298.33,No
CUST-11571,Female,0,No,Yes,14,Month-To-Month,Bank transfer,DSL,Yes,No,Yes,51.43,694.13,No
CUST-13476,Male,0,No,No,2,Month-To-Month,Mailed check,Fiber optic,No,No,Yes,92.23,181.33,Yes
CUST-10540,Male,0,No,No,19,Two Year,Electronic check,No,No internet service,No internet service,Yes,20.12,367.91,No
CUST-12194,Male,0,Yes,Yes,30,One Year,Electronic check,No,No internet service,No internet service,No,23.21,702.85,No
CUST-11336,Male,1,No,No,0,Month-To-Month,Electronic check,Fiber optic,No,No,Yes,81.64,0.0,Yes
CUST-12172,Male,0,Yes,Yes,26,Month-To-Month,Electronic check,DSL,Yes,Yes,Yes,47.38,919.41,No
CUST-10888,Female,0,No,No,31,Month-To-Month,Electronic check,Fiber optic,No,No,Yes,104.75,3398.81,No
CUST-12029,Female,0,No,No,19,Two Year,Credit card,Fiber optic,Yes,No,No,68.5,1251.69,No
CUST-12611,Female,1,Yes,No,42,Month-To-Month,Electronic check,Fiber optic,Yes,Yes,Yes,101.66,4246.59,No
CUST-10459,Male,0,Yes,No,72,Month-To-Month,Electronic check,DSL,No,No,No,29.16,2072.73,No
CUST-12214,Female,0,No,No,12,Month-To-Month,Credit card,Fiber optic,No,No,No,92.58,1108.01,No
CUST-14006,Female,0,No,No,51,Month-To-Month,Electronic check,Fiber optic,No,No,Yes,93.18,4572.73,Yes
CUST-10661,Male,0,Yes,No,31,Month-To-Month,Credit card,DSL,Yes,No,Yes,35.82,1113.14,No
CUST-11462,Male,0,Yes,No,25,Month-To-Month,Bank transfer,No,No internet service,No internet service,No,18.25,478.25,No
CUST-12113,Male,0,Yes,No,11,One Year,Bank transfer,Fiber optic,Yes,Yes,Yes,111.0,1190.05,No
CUST-12981,Female,0,No,Yes,2,Month-To-Month,Electronic check,Fiber optic,No,No,Yes,75.2,145.56,Yes
CUST-14910,Female,0,No,Yes,37,One Year,Credit card,DSL,No,No,No,34.01,1216.63,No
CUST-10700,Female,0,Yes,Yes,53,One Year,Mailed check,DSL,No,No,No,45.54,2387.32,No
CUST-11348,Female,0,Yes,No,72,Two Year,Electronic check,DSL,No,No,Yes,78.39,5577.32,No
CUST-11961,Male,0,Yes,No,35,One Year,Electronic check,No,No internet service,No internet service,Yes,42.11,1431.49,No
CUST-12201,Female,0,Yes,Yes,15,Two Year,Bank transfer,Fiber optic,Yes,No,Yes,86.1,1266.14,No
CUST-13226,Male,0,Yes,No,33,Month-To-Month,Bank transfer,Fiber optic,No,No,Yes,97.39,3184.76,Yes
CUST-13893,Male,0,No,Yes,43,One Year,Credit card,DSL,No,Yes,Yes,61.05,2731.24,Yes
CUST-10814,Female,0,Yes,No,65,Month-To-Month,Bank transfer,Fiber optic,Yes,No,Yes,87.23,5474.01,Yes
CUST-10822,Female,0,Yes,No,36,Month-To-Month,Mailed check,Fiber optic,No,No,Yes,84.0,2929.52,No
CUST-12793,Male,0,No,No,58,One Year,Credit card,Fiber optic,No,Yes,No,84.85,4706.87,No
CUST-14384,Male,1,No,No,3,One Year,Credit card,No,No internet service,No internet service,Yes,18.25,55.42,No
CUST-11532,Female,0,Yes,No,62,Month-To-Month,Mailed check,Fiber optic,No,Yes,Yes,71.47,4524.18,No
CUST-13517,Male,0,No,No,27,Two Year,Mailed check,DSL,Yes,No,No,62.43,1634.52,Yes
CUST-14160,Male,0,No,No,4,Two Year,Electronic check,Fiber optic,No,Yes,Yes,67.35,276.07,Yes
CUST-13438,Male,0,Yes,Yes,1,Month-To-Month,Electronic check,DSL,No,No,Yes,66.39,65.04,Yes
CUST-13172,Male,0,Yes,Yes,21,One Year,Electronic check,DSL,No,No,Yes,58.2,1215.14,No
CUST-14291,Female,0,Yes,Yes,3,One Year,Mailed check,Fiber optic,Yes,No,Yes,95.17,292.04,Yes
CUST-13251,Male,0,No,No,19,One Year,Mailed check,Fiber optic,No,Yes,No,70.21,1335.87,Yes
CUST-13508,Male,0,No,No,1,Month-To-Month,Credit card,DSL,No,Yes,No,53.48,52.63,No
CUST-11791,Female,0,No,Yes,72,Month-To-Month,Bank transfer,Fiber optic,Yes,No,No,87.6,6172.73,No
CUST-11215,Male,0,No,Yes,29,Two Year,Electronic check,DSL,No,No,No,34.32,950.03,No
CUST-13266,Female,0,No,No,64,Month-To-Month,Mailed check,DSL,No,No,Yes,47.09,3056.83,No
CUST-11060,Male,0,Yes,Yes,36,Two Year,Electronic check,DSL,No,Yes,Yes,31.56,1159.42,No
CUST-11828,Female,0,Yes,Yes,1,One Year,Credit card,No,No internet service,No internet service,Yes,33.74,35.28,No
CUST-12842,Male,0,Yes,Yes,13,Month-To-Month,Mailed check,Fiber optic,No,No,Yes,91.11,1232.34,Yes
CUST-13420,Male,0,No,No,68,Month-To-Month,Bank transfer,Fiber optic,Yes,No,No,77.82,5081.87,No
CUST-13282,Male,0,No,Yes,4,Month-To-Month,Electronic check,No,No internet service,No internet service,No,31.33,124.49,No
CUST-14154,Male,0,No,No,34,One Year,Bank transfer,Fiber optic,No,No,No,92.46,3228.65,Yes
CUST-13583,Female,0,No,No,62,Two Year,Mailed check,Fiber optic,Yes,No,No,74.82,4773.34,No
CUST-12504,Female,1,Yes,Yes,15,Month-To-Month,Bank transfer,DSL,Yes,No,Yes,65.08,980.24,Yes
CUST-14725,Male,1,No,Yes,35,Month-To-Month,Mailed check,No,No internet service,No internet service,No,18.98,663.19,No
CUST-10845,Male,0,No,No,46,Month-To-Month,Mailed check,No,No internet service,No internet service,No,18.25,805.18,No
CUST-13428,Female,0,No,No,1,Month-To-Month,Bank transfer,No,No internet service,No internet service,No,28.51,27.51,No
CUST-14664,Male,0,Yes,No,5,Two Year,Credit card,Fiber optic,Yes,Yes,Yes,68.8,343.44,No
CUST-11141,Male,1,Yes,No,39,Month-To-Month,Credit card,Fiber optic,Yes,No,No,93.53,3686.85,No
CUST-10179,Male,0,Yes,Yes,7,One Year,Mailed check,DSL,No,No,No,60.56,438.56,No
CUST-10664,Male,0,Yes,No,27,Two Year,Credit card,DSL,No,No,Yes,61.71,1649.66,No
CUST-13107,Female,1,No,No,3,One Year,Bank transfer,Fiber optic,No,Yes,Yes,104.9,305.11,No
CUST-13690,Female,0,No,No,8,One Year,Mailed check,Fiber optic,Yes,No,No,79.75,631.61,Yes
CUST-11941,Female,0,Yes,No,20,Month-To-Month,Mailed check,DSL,No,Yes,Yes,68.3,1385.25,Yes
CUST-14662,Male,0,No,No,16,Month-To-Month,Mailed check,No,No internet service,No internet service,Yes,34.72,582.98,No
CUST-10235,Female,0,No,No,13,Month-To-Month,Bank transfer,No,No internet service,No internet service,Yes,32.77,440.27,Yes
CUST-14804,Female,0,No,No,11,Two Year,Bank transfer,DSL,No,No,No,64.96,743.33,No
CUST-12657,Female,0,Yes,No,22,Month-To-Month,Electronic check,DSL,No,No,No,62.64,1355.52,Yes
CUST-10604,Male,0,No,No,11,Month-To-Month,Electronic check,DSL,Yes,No,No,51.81,545.8,Yes
CUST-10065,Female,0,No,No,22,One Year,Electronic check,Fiber optic,No,No,No,84.27,1924.66,Yes
CUST-14245,Male,1,Yes,No,72,One Year,Credit card,Fiber optic,No,Yes,No,88.38,6212.93,No
CUST-12129,Female,0,Yes,Yes,25,Month-To-Month,Credit card,Fiber optic,Yes,No,No,106.38,2731.93,No
CUST-12312,Male,0,Yes,No,54,Month-To-Month,Credit card,Fiber optic,No,Yes,Yes,87.83,4890.92,Yes
CUST-11515,Female,0,Yes,Yes,8,Month-To-Month,Electronic check,DSL,No,Yes,Yes,48.3,396.43,No
CUST-12077,Male,0,No,No,1,Two Year,Bank transfer,Fiber optic,No,No,Yes,84.36,81.96,Yes
CUST-10005,Female,0,No,No,27,One Year,Mailed check,Fiber optic,Yes,No,Yes,85.53,2405.92,No
CUST-14866,Male,0,No,No,22,Month-To-Month,Mailed check,No,No internet service,No internet service,Yes,29.01,640.06,No
CUST-12131,Male,0,No,No,2,Two Year,Bank transfer,DSL,No,No,Yes,39.89,76.03,No
CUST-14917,Female,0,No,No,24,Month-To-Month,Credit card,No,No internet service,No internet service,Yes,23.97,555.44,No
CUST-14854,Female,0,No,Yes,32,Month-To-Month,Electronic check,No,No internet service,No internet service,No,18.25,610.09,No
CUST-13671,Female,0,No,No,20,Month-To-Month,Credit card,Fiber optic,Yes,No,Yes,84.04,1638.98,Yes
CUST-14082,Male,0,No,No,4,Month-To-Month,Mailed check,No,No internet service,No internet service,Yes,33.23,132.4,No
CUST-10428,Male,0,No,No,12,One Year,Credit card,DSL,No,No,Yes,70.32,806.01,No
CUST-12921,Female,0,Yes,No,39,Two Year,Electronic check,DSL,No,No,No,35.61,1365.36,No
CUST-10472,Male,0,Yes,No,1,Month-To-Month,Bank transfer,Fiber optic,No,Yes,Yes,97.07,98.07,No
CUST-14147,Male,1,Yes,No,0,Two Year,Bank transfer,Fiber optic,Yes,No,No,79.54,0.0,No
CUST-10361,Male,0,Yes,No,4,Month-To-Month,Credit card,DSL,Yes,No,Yes,59.39,228.44,No
CUST-14916,Male,0,Yes,No,72,One Year,Bank transfer,No,No internet service,No internet service,No,18.25,1368.72,No
CUST-13820,Male,0,No,No,3,Month-To-Month,Electronic check,No,No internet service,No internet service,Yes,22.83,71.38,No
CUST-10267,Female,0,Yes,No,35,Month-To-Month,Electronic check,No,No internet service,No internet service,Yes,31.32,1091.01,No
CUST-10436,Female,0,No,No,25,Month-To-Month,Credit card,DSL,No,Yes,Yes,36.98,969.98,No
CUST-10301,Male,1,Yes,Yes,68,Two Year,Bank transfer,DSL,Yes,No,Yes,29.82,1995.44,No
CUST-11424,Female,1,Yes,No,6,Month-To-Month,Bank transfer,DSL,No,No,Yes,65.0,374.69,Yes
CUST-14673,Female,0,No,Yes,1,Two Year,Electronic check,DSL,Yes,No,No,55.65,58.11,No
CUST-12116,Male,0,No,Yes,22,Month-To-Month,Electronic check,DSL,Yes,No,No,37.75,811.34,No
CUST-12228,Male,0,Yes,No,35,Two Year,Electronic check,DSL,Yes,No,No,53.62,1867.55,No
CUST-11177,Female,0,No,No,70,Month-To-Month,Electronic check,DSL,Yes,No,No,46.82,3173.72,No
CUST-12817,Male,1,Yes,Yes,28,Month-To-Month,Electronic check,Fiber optic,No,No,Yes,97.16,2703.2,Yes
CUST-10156,Male,0,No,No,1,Month-To-Month,Mailed check,DSL,Yes,No,No,64.12,64.52,Yes
CUST-12820,Female,0,No,No,22,Month-To-Month,Bank transfer,Fiber optic,Yes,No,Yes,81.93,1735.69,No
CUST-12513,Female,0,Yes,No,9,Month-To-Month,Bank transfer,Fiber optic,No,Yes,No,87.93,761.46,Yes
CUST-14578,Female,0,Yes,No,45,Month-To-Month,Electronic check,DSL,No,No,No,52.94,2442.6,Yes
CUST-14835,Female,0,Yes,No,72,Month-To-Month,Credit card,Fiber optic,Yes,Yes,Yes,88.95,6454.22,No
CUST-10410,Male,0,No,No,4,Month-To-Month,Credit card,DSL,No,No,Yes,68.99,275.59,No
CUST-10974,Female,0,No,No,56,Month-To-Month,Mailed check,Fiber optic,No,No,Yes,88.99,4896.95,No
CUST-10980,Female,0,Yes,No,12,Month-To-Month,Electronic check,DSL,Yes,No,No,65.72,783.87,No
CUST-11607,Male,0,No,Yes,0,One Year,Bank transfer,DSL,Yes,Yes,No,61.25,0.0,No
CUST-11982,Female,0,No,Yes,24,Month-To-Month,Mailed check,No,No internet service,No internet service,Yes,29.53,680.35,No
CUST-12925,Female,0,No,No,18,Month-To-Month,Bank transfer,DSL,Yes,Yes,Yes,62.96,1182.25,No
CUST-12151,Male,0,Yes,No,15,Month-To-Month,Bank transfer,DSL,No,No,Yes,52.05,746.36,No
CUST-14474,Male,0,Yes,Yes,24,One Year,Bank transfer,No,No internet service,No internet service,Yes,18.25,422.3,No
CUST-13562,Female,0,No,Yes,7,One Year,Mailed check,No,No internet service,No internet service,Yes,19.79,140.42,No
CUST-14115,Male,0,No,No,9,Month-To-Month,Electronic check,DSL,Yes,No,Yes,32.09,290.55,Yes
CUST-10412,Female,0,No,No,22,One Year,Bank transfer,DSL,No,No,Yes,40.77,874.97,No
CUST-10652,Male,0,Yes,Yes,13,Month-To-Month,Electronic check,Fiber optic,Yes,No,No,82.15,1022.59,Yes
CUST-14982,Male,0,Yes,No,38,Month-To-Month,Electronic check,DSL,No,Yes,Yes,55.37,2128.42,No
CUST-10340,Male,0,No,No,47,Two Year,Credit card,Fiber optic,Yes,Yes,No,118.75,5838.01,Yes
CUST-11687,Male,0,Yes,No,20,One Year,Bank transfer,No,No internet service,No internet service,Yes,18.25,919.41,No
CUST-12538,Female,0,No,No,54,One Year,Electronic check,Fiber optic,No,No,Yes,67.78,3568.01,No
CUST-13684,Female,0,No,Yes,8,One Year,Bank transfer,No,No internet service,No internet service,Yes,22.45,182.7,No
CUST-10539,Female,0,No,No,26,Two Year,Credit card,Fiber optic,No,No,No,86.64,2302.3,No
CUST-13702,Female,1,No,Yes,47,One Year,Credit card,DSL,No,No,Yes,68.67,3126.54,No
CUST-10425,Male,1,Yes,No,36,Month-To-Month,Electronic check,DSL,No,No,No,45.66,1614.12,No
CUST-10016,Female,0,Yes,No,32,Month-To-Month,Electronic check,DSL,Yes,No,No,62.83,2025.38,No
CUST-11193,Female,0,Yes,Yes,17,Two Year,Mailed check,DSL,Yes,Yes,Yes,70.64,1189.61,No
CUST-10443,Female,0,Yes,No,20,One Year,Mailed check,No,No internet service,No internet service,Yes,27.09,527.61,No
CUST-12997,Male,1,No,Yes,0,Month-To-Month,Mailed check,DSL,No,Yes,Yes,56.12,0.0,No
CUST-13400,Female,0,No,No,42,Month-To-Month,Credit card,DSL,Yes,No,No,45.27,1938.8,No
CUST-11682,Male,0,Yes,No,56,Month-To-Month,Mailed check,DSL,No,No,Yes,27.71,1623.8,No
CUST-10753,Female,0,No,Yes,14,Month-To-Month,Electronic check,DSL,No,No,Yes,54.55,748.04,Yes
CUST-13404,Male,0,No,Yes,47,One Year,Credit card,No,No internet service,No internet service,Yes,30.09,1380.64,No
CUST-13301,Female,0,No,Yes,53,Month-To-Month,Electronic check,Fiber optic,Yes,Yes,No,63.04,3363.48,No
CUST-13470,Female,0,Yes,No,72,Month-To-Month,Bank transfer,Fiber optic,No,No,Yes,74.99,5327.32,No
CUST-12267,Female,0,No,No,2,One Year,Bank transfer,DSL,No,No,Yes,37.38,75.77,No
CUST-13152,Female,0,No,No,11,Month-To-Month,Mailed check,DSL,No,No,Yes,58.93,647.11,Yes
CUST-14941,Male,0,No,No,14,Month-To-Month,Electronic check,Fiber optic,No,No,Yes,74.73,1020.92,No
CUST-14852,Male,0,Yes,No,54,One Year,Bank transfer,No,No internet service,No internet service,Yes,18.25,974.44,No
CUST-12318,Male,1,Yes,Yes,10,Month-To-Month,Mailed check,No,No internet service,No internet service,Yes,27.85,278.89,Yes
CUST-11835,Female,0,Yes,No,72,One Year,Mailed check,DSL,No,Yes,Yes,56.2,4142.0,No
CUST-14204,Female,0,Yes,No,35,Month-To-Month,Mailed check,DSL,Yes,No,Yes,49.23,919.41,No
CUST-13653,Male,0,Yes,Yes,27,Month-To-Month,Electronic check,DSL,No,No,Yes,73.05,1941.59,Yes
CUST-11672,Female,0,Yes,No,6,Month-To-Month,Mailed check,Fiber optic,No,No,No,84.63,919.41,Yes
CUST-10586,Female,0,No,No,11,Month-To-Month,Electronic check,DSL,No,No,Yes,47.85,540.02,Yes
CUST-10362,Male,1,Yes,No,8,Month-To-Month,Credit card,DSL,No,No,No,44.76,351.84,No
CUST-14046,Female,0,No,No,29,Two Year,Electronic check,No,No internet service,No internet service,No,24.8,729.78,No
CUST-14998,Female,0,No,No,72,Two Year,Bank transfer,DSL,No,Yes,Yes,71.87,4925.49,No
CUST-14058,Male,0,Yes,No,45,Month-To-Month,Electronic check,Fiber optic,No,No,No,108.72,4943.21,No
CUST-14922,Female,0,Yes,Yes,24,Month-To-Month,Mailed check,Fiber optic,Yes,No,Yes,96.95,2286.67,No
CUST-13725,Female,0,Yes,No,72,Month-To-Month,Electronic check,No,No internet service,No internet service,Yes,33.01,2490.09,No
CUST-12915,Male,0,No,No,5,Month-To-Month,Electronic check,DSL,No,Yes,Yes,59.03,296.79,Yes
CUST-13208,Female,0,No,No,18,Month-To-Month,Mailed check,No,No internet service,No internet service,No,20.44,372.71,No
